source_id,stage,model,role,mse,psnr_db,detail_mse,bad_detail_rate_0.025,bad_detail_rate_0.05,bad_detail_rate_0.1
0802,quantized_8bit,fbcnn_gradient,main,0.0005115828637252605,32.910840113282596,0.00022163409806702565,0.072265625,0.0009765625,0.0
0802,quantized_8bit,dpir_nominal,main,0.0004831484914846645,33.15919372102913,0.0002141621378937496,0.068359375,0.0009765625,0.0
0802,quantized_8bit,dpir_nominal_sigma08,ensemble_component,0.0005437439698482635,32.64605546361253,0.00022372110890922877,0.0771484375,0.0009765625,0.0
0802,quantized_8bit,dpir_nominal_sigma12,ensemble_component,0.00041034731180850803,33.86848407301184,0.00020120787288845297,0.0576171875,0.0009765625,0.0
0802,quantized_8bit,dpir_nominal_rot90,ensemble_component,0.00048274028716736346,33.16286455553857,0.00021405737092176493,0.068359375,0.0009765625,0.0
0802,quantized_8bit,dpir_nominal_rot180,ensemble_component,0.0004829695182275031,33.16080278116674,0.00021414100595121095,0.068359375,0.0009765625,0.0
0802,quantized_8bit,fbcnn_dpir,main,0.0004867374613899781,33.127052273154426,0.00021465514921112686,0.0673828125,0.0009765625,0.0
0802,quantized_8bit,fbcnn_dpir_sigma08,ensemble_component,0.0005459594014531287,32.628396510323086,0.0002243085295023624,0.080078125,0.0009765625,0.0
0802,quantized_8bit,fbcnn_dpir_sigma12,ensemble_component,0.00041597729180050525,33.80930376861031,0.00020148424498243284,0.060546875,0.0009765625,0.0
0802,quantized_8bit,fbcnn_dpir_rot90,ensemble_component,0.0004862596561937898,33.13131761316539,0.0002144617861899546,0.06640625,0.0009765625,0.0
0802,quantized_8bit,fbcnn_dpir_rot180,ensemble_component,0.0004876971467878735,33.1184978518741,0.00021478899102809852,0.0673828125,0.0009765625,0.0
0802,jpeg_q75,observed,main,0.0007101691125158193,31.486382204540732,0.00025955167683207884,0.109375,0.0009765625,0.0
0802,jpeg_q75,gradient_nominal,main,0.0006192831276310665,32.0811075218249,0.0002469058555058093,0.095703125,0.0009765625,0.0
0802,jpeg_q75,fbcnn,main,0.000677706808285429,31.689581513882455,0.00024232209450544397,0.1005859375,0.0009765625,0.0
0802,jpeg_q75,fbcnn_gradient,main,0.000574677901885545,32.40575502489905,0.00023113333496230362,0.0869140625,0.0009765625,0.0
0802,jpeg_q75,dpir_nominal,main,0.0006022606107324953,32.202155397862775,0.0002593255113910449,0.0986328125,0.00390625,0.0
0802,jpeg_q75,dpir_nominal_sigma08,ensemble_component,0.0006204886860952401,32.07266132958487,0.0002447862186656279,0.09765625,0.0009765625,0.0
0802,jpeg_q75,dpir_nominal_sigma12,ensemble_component,0.0005734339296172374,32.41516613779509,0.0002592049847074743,0.0966796875,0.001953125,0.0
0802,jpeg_q75,dpir_nominal_rot90,ensemble_component,0.0006047013244699264,32.18459080163116,0.00026174666156316074,0.0966796875,0.005859375,0.0
0802,jpeg_q75,dpir_nominal_rot180,ensemble_component,0.0006028949149821144,32.19758379104495,0.0002598299619739176,0.0966796875,0.0048828125,0.0
0802,jpeg_q75,fbcnn_dpir,main,0.0005552969845150198,32.55474684913969,0.00022677709853544088,0.0791015625,0.0009765625,0.0
0802,jpeg_q75,fbcnn_dpir_sigma08,ensemble_component,0.0006055189856399573,32.178722352964805,0.00023413147443524394,0.087890625,0.0009765625,0.0
0802,jpeg_q75,fbcnn_dpir_sigma12,ensemble_component,0.0004959631354035577,33.04550603118285,0.00021662094388259721,0.068359375,0.0009765625,0.0
0802,jpeg_q75,fbcnn_dpir_rot90,ensemble_component,0.0005494919602595225,32.60038657454264,0.0002260038896354579,0.0791015625,0.0009765625,0.0
0802,jpeg_q75,fbcnn_dpir_rot180,ensemble_component,0.0005547018681325062,32.55940371495831,0.00022668672151057191,0.0791015625,0.0009765625,0.0
0803,quantized_8bit,observed,main,0.0007842943464565411,31.05520915566955,0.00023563371101404325,0.078125,0.0009765625,0.0
0803,quantized_8bit,gradient_nominal,main,0.0005585449813902833,32.5294184603458,0.00018266476499481378,0.060546875,0.0009765625,0.0
0803,quantized_8bit,fbcnn,main,0.0007371656885128837,31.324348872840908,0.00019688728660091826,0.0703125,0.0009765625,0.0
0803,quantized_8bit,fbcnn_gradient,main,0.0005462713329207482,32.62591589675786,0.00017568957223341623,0.0625,0.0009765625,0.0
0803,quantized_8bit,dpir_nominal,main,0.00047271375942460267,33.25401756370218,0.00015508919846013777,0.0517578125,0.0009765625,0.0
0803,quantized_8bit,dpir_nominal_sigma08,ensemble_component,0.000571213180894638,32.4320177965667,0.00017034288234788904,0.05859375,0.0009765625,0.0
0803,quantized_8bit,dpir_nominal_sigma12,ensemble_component,0.0003519547653059168,34.535131502730536,0.0001323134624648557,0.037109375,0.0,0.0
0803,quantized_8bit,dpir_nominal_rot90,ensemble_component,0.0004723456694504262,33.25740061979004,0.00015495322053640632,0.0517578125,0.0009765625,0.0
0803,quantized_8bit,dpir_nominal_rot180,ensemble_component,0.0004733000505322895,33.24863449164177,0.00015539396476666148,0.0517578125,0.0009765625,0.0
0803,quantized_8bit,fbcnn_dpir,main,0.00048741809800155293,33.120983493484914,0.00015979567642985233,0.0537109375,0.0009765625,0.0
0803,quantized_8bit,fbcnn_dpir_sigma08,ensemble_component,0.0005792699749177713,32.371189815397244,0.0001734600775836143,0.0625,0.0009765625,0.0
0803,quantized_8bit,fbcnn_dpir_sigma12,ensemble_component,0.00037750922119393106,34.23072435651402,0.0001398091460654571,0.04296875,0.0009765625,0.0
0803,quantized_8bit,fbcnn_dpir_rot90,ensemble_component,0.0004887514898190505,33.10911905771613,0.0001599178102843965,0.0556640625,0.0009765625,0.0
0803,quantized_8bit,fbcnn_dpir_rot180,ensemble_component,0.000487037910738579,33.124372322478656,0.00015934213976493626,0.0537109375,0.0009765625,0.0
0803,jpeg_q75,observed,main,0.000799284156096313,30.97298795797972,0.00021377364732371698,0.0771484375,0.0009765625,0.0
0803,jpeg_q75,gradient_nominal,main,0.0006297656064780769,32.00821061267994,0.0001948002048951637,0.064453125,0.0009765625,0.0
0803,jpeg_q75,fbcnn,main,0.0007557548388467897,31.21619063498168,0.00019299259449178383,0.0712890625,0.0009765625,0.0
0803,jpeg_q75,fbcnn_gradient,main,0.000574178980069406,32.40952710493226,0.00017584356399833015,0.0615234375,0.0009765625,0.0
0803,jpeg_q75,dpir_nominal,main,0.0007145918585761843,31.45941936070298,0.0003195226655208012,0.10546875,0.0185546875,0.0009765625
0803,jpeg_q75,dpir_nominal_sigma08,ensemble_component,0.000670188380633906,31.738031059998846,0.00022125637066252508,0.087890625,0.001953125,0.0
0803,jpeg_q75,dpir_nominal_sigma12,ensemble_component,0.0005999668098400341,32.21872774119721,0.0002585680197457191,0.087890625,0.0068359375,0.0009765625
0803,jpeg_q75,dpir_nominal_rot90,ensemble_component,0.0007109156631576436,31.481819171292017,0.0003158977449014671,0.1044921875,0.0185546875,0.0
0803,jpeg_q75,dpir_nominal_rot180,ensemble_component,0.0007080809018204673,31.49917119136586,0.0003136658500056915,0.1064453125,0.0146484375,0.0009765625
0803,jpeg_q75,fbcnn_dpir,main,0.0005176135176782721,32.85994390421999,0.00016196112010895706,0.0537109375,0.0009765625,0.0
0803,jpeg_q75,fbcnn_dpir_sigma08,ensemble_component,0.0006056426572756402,32.17783543734217,0.00017512815790118313,0.060546875,0.0009765625,0.0
0803,jpeg_q75,fbcnn_dpir_sigma12,ensemble_component,0.0004129930580370672,33.84057248298886,0.00014263980564363174,0.041015625,0.0009765625,0.0
0803,jpeg_q75,fbcnn_dpir_rot90,ensemble_component,0.0005184812505740477,32.852669440376374,0.00016300448029639707,0.0546875,0.0009765625,0.0
0803,jpeg_q75,fbcnn_dpir_rot180,ensemble_component,0.0005197848542910406,32.841763793052955,0.00016239437590793738,0.0556640625,0.0009765625,0.0
0804,quantized_8bit,observed,main,0.0022301982100859648,26.51656537076859,0.0009846427570311318,0.4970703125,0.0927734375,0.0
0804,quantized_8bit,gradient_nominal,main,0.001822909296284322,27.39234940288096,0.0008999501908805215,0.4580078125,0.0810546875,0.0
0804,quantized_8bit,fbcnn,main,0.002199584791848529,26.576592917357015,0.0009469093839036118,0.4755859375,0.0908203125,0.0
0804,quantized_8bit,fbcnn_gradient,main,0.0018235894720587983,27.390729237304217,0.0008943560476783399,0.45703125,0.0810546875,0.0
0804,quantized_8bit,dpir_nominal,main,0.0016503725769401885,27.824180013354987,0.0008440925077939988,0.4384765625,0.068359375,0.0
0804,quantized_8bit,dpir_nominal_sigma08,ensemble_component,0.0018583925222940313,27.308625506965065,0.0008869392657285291,0.4560546875,0.0791015625,0.0
0804,quantized_8bit,dpir_nominal_sigma12,ensemble_component,0.0013803178163371097,28.600209063595546,0.0007788334849776568,0.4208984375,0.05078125,0.0
0804,quantized_8bit,dpir_nominal_rot90,ensemble_component,0.0016513882736738648,27.82150803606411,0.000844456451571306,0.4404296875,0.0673828125,0.0
0804,quantized_8bit,dpir_nominal_rot180,ensemble_component,0.001652262118707406,27.81921054062796,0.0008448519181448568,0.4423828125,0.0673828125,0.0
0804,quantized_8bit,fbcnn_dpir,main,0.0016762018977642696,27.756736719801903,0.0008486697377195228,0.443359375,0.0673828125,0.0
0804,quantized_8bit,fbcnn_dpir_sigma08,ensemble_component,0.0018819935326564524,27.253818733298253,0.00089103583979044,0.45703125,0.0791015625,0.0
0804,quantized_8bit,fbcnn_dpir_sigma12,ensemble_component,0.0014091440055422934,28.51044622492747,0.0007841898740001292,0.4228515625,0.05078125,0.0
0804,quantized_8bit,fbcnn_dpir_rot90,ensemble_component,0.0016770669157895996,27.75449608486108,0.0008488224954382786,0.4423828125,0.068359375,0.0
0804,quantized_8bit,fbcnn_dpir_rot180,ensemble_component,0.0016763387602790692,27.75638213120148,0.0008489520589675198,0.4453125,0.06640625,0.0
0804,jpeg_q75,observed,main,0.0022585963555120515,26.46161376975712,0.0009683008665079789,0.4873046875,0.09375,0.0
0804,jpeg_q75,gradient_nominal,main,0.0019081243999171525,27.19393314937786,0.0009193140774677663,0.466796875,0.08203125,0.0
0804,jpeg_q75,fbcnn,main,0.002242230570148455,26.49319730637346,0.0009511246382247936,0.47265625,0.0908203125,0.0
0804,jpeg_q75,fbcnn_gradient,main,0.001886633510335767,27.243124559013985,0.0009059493072603947,0.4599609375,0.080078125,0.0
0804,jpeg_q75,dpir_nominal,main,0.00207192206913647,26.836265836664257,0.0011707146860625438,0.5087890625,0.138671875,0.001953125
0804,jpeg_q75,dpir_nominal_sigma08,ensemble_component,0.0020087448437109572,26.970752250267335,0.000974910129288521,0.4853515625,0.08984375,0.0
0804,jpeg_q75,dpir_nominal_sigma12,ensemble_component,0.00170520800280382,27.68222637809222,0.0009674630371717793,0.484375,0.0830078125,0.0
0804,jpeg_q75,dpir_nominal_rot90,ensemble_component,0.0020745103137096346,26.830844016756696,0.0011727258320933813,0.5107421875,0.13671875,0.0009765625
0804,jpeg_q75,dpir_nominal_rot180,ensemble_component,0.0020772491907003277,26.8251140156092,0.0011756686571043052,0.5126953125,0.134765625,0.001953125
0804,jpeg_q75,fbcnn_dpir,main,0.0017499677117952957,27.569699642957033,0.0008667689303178682,0.4521484375,0.072265625,0.0
0804,jpeg_q75,fbcnn_dpir_sigma08,ensemble_component,0.0019424739984760095,27.116447858572762,0.0009044795839474836,0.4609375,0.0791015625,0.0
0804,jpeg_q75,fbcnn_dpir_sigma12,ensemble_component,0.0015023667122969055,28.232240475659335,0.0008093992480140409,0.4306640625,0.05859375,0.0
0804,jpeg_q75,fbcnn_dpir_rot90,ensemble_component,0.0017410374534798487,27.591918861689017,0.0008641782620992515,0.451171875,0.0712890625,0.0
0804,jpeg_q75,fbcnn_dpir_rot180,ensemble_component,0.0017519109050252982,27.56487984035379,0.0008673762985084131,0.453125,0.0712890625,0.0
